IATA,ICAO,Airport Name,Country Code
SHK,FXSH,Sehonghong,LS
SHL,VEBI,Shillong Airport,IN
SHM,RJBD,Shirahama Airport,JP
SHN,KSHN,Sanderson Field,US
SHO,RKND,King Mswati III International Airport,SZ
SHQ,YSPT,Southport,AU
SHR,KSHR,Sheridan,US
SHS,ZHSS,Shashi,CN
SHT,YSHT,Shepparton,AU
SHU,YSMP,Smith Point,AU
SHV,KSHV,Shreveport Regional Airport,US
SHW,OESH,Sharurah Airport,SA
SHX,PAHX,Shageluk Airport,US
SHY,HTSY,Shinyanga,TZ
SHZ,FXSS,Seshutes,LS
SIA,ZLSN,Xi'an Xiguan Airport,CN
SIB,FCBS,Sibiti,CG
SID,GVAC,Amilcar Cabral International Airport,CV
SIE,LPSI,Sines,PT
SIF,VNSI,Simara,NP
SIG,TJIG,Isla Grande,PR
SIH,VNDT,Silgadi Doti,NP
SII,GMMF,Sidi Ifni,MA
SIJ,BISI,Siglufjordur,IS
SIK,KSIK,Memorial,US
SIL,AYSG,Sila,PG
SIM,AYSJ,Simbai,PG
SIN,WSSS,Changi International Airport,SG
SIO,YSMI,Smithton,AU
SIQ,WIDS,Dabo,ID
SIR,LSGS,Sion,CH
SIS,FASS,Sishen Airport,ZA
SIT,PASI,Sitka Airport,US
SIU,MNSI,Siuna,NI
SIV,KSIV,County,US
SIW,WIMP,Sibisa,ID
SIX,YSGT,Singleton,AU
SIZ,AYZN,Sissano,PG
SJA,SPJN,San Juan,PE
SJB,SLJO,San Joaquin,BO
SJC,KSJC,Norman Y. Mineta San Jose International Airport,US
SJD,MMSD,Los Cabos International Airport,MX
SJE,SKSJ,San Jose Del Gua,CO
SJI,RPUH,San Jose,PH
SJJ,LQSA,Sarajevo International Airport,BA
SJK,SBSJ,Sao Jose Dos Campos,BR
SJL,SBUA,Da Cachoeira,BR
SJN,KSJN,St. Johns Industrial Air Park,US
SJO,MROC,Juan Santamaria International Airport,CR
SJP,SBSR,Sao Jose do Rio Preto Airport,BR
SJQ,FLSS,Sesheke,ZM
SJS,SLJE,San Jose,BO
SJT,KSJT,San Angelo Regional Airport,US
SJU,TJSJ,Luis Munoz Marin International Airport,PR
SJV,SLJV,San Javier,BO
SJW,ZBSJ,Shijiazhuang Daguocun Airport,CN
SJY,EFSI,Ilmajoki,FI
SJZ,LPSJ,Sao Jorge Island Airport,PT
SKA,KSKA,About Fairchild Air Force Base,US
SKB,TKPK,Robert L. Bradshaw International Airport,KN
SKC,AYSU,Suki,PG
SKD,UTSS,Samarkand Airport,UZ
SKE,ENSN,Skien,NO
SKF,KSKF,Kelly AFB,US
SKG,LGTS,Thessaloniki International Airport,GR
SKH,VNSK,Surkhet,NP
SKI,DABP,Skikda,DZ
SKK,PFSH,Shaktoolik Airport,US
SKM,SYSK,Skeldon,GY
SKN,ENSK,Stokmarknes Skagen Airport,NO
SKO,DNSO,Sokoto,NG
SKP,LWSK,Skopje Alexander the Great Airport,MK
SKQ,FXSK,Sekakes,LS
SKR,HASK,Shakiso,ET
SKS,EKSP,Vojens,DK
SKT,OPST,Sialkot Airport,PK
SKU,LGSY,Skiros Airport,GR
SKV,HESC,Mount Sinai,EG
SKW,PASW,Intermediate,US
SKX,UWPS,Saransk Airport,RU
SKY,KSKY,Griffing Sandusky,US
SKZ,OPSK,Sukkur Airport,PK
SLA,SASA,Martin Miguel de Guemes International Airport,AR
SLB,KSLB,Storm Lake Municipal Airport,US
SLC,KSLC,Salt Lake City International Airport,US
SLD,LZSL,Sliac,SK
SLE,KSLE,Mcnary Field,US
SLF,OESL,Sulayel,SA
SLG,KSLG,Smith Field,US
SLH,NVSC,Sola,VU
SLI,FLSW,Solwezi,ZM
SLJ,YSOL,Stellar Air Park,AU
SLK,KSLK,Adirondack Airport,US
SLL,OOSA,Salalah International Airport,OM
SLM,LESA,Matacan Airport,ES
SLN,KSLN,Salina Regional Airport,US
SLO,KSLO,Leckrone,US
SLP,MMSP,San Luis Potosi Airport,MX
SLQ,PASL,Sleetmute,US
SLR,KSLR,Sulphur Springs,US
SLS,LBSS,Silistra,BG
SLT,KANK,Salida,US
SLU,TLPC,George F. L. Charles Airport,LC
SLV,VISM,Simla,IN
SLW,MMIO,Plan de Guadalupe International Airport,MX
SLX,MBSY,Salt Cay,TC
SLY,USDD,Salekhard Airport,RU
SLZ,SBSL,Marechal Cunha Machado International Airport,BR
SMA,LPAZ,Vila Do Porto Airport,PT
SMB,SCSB,Cerro Sombrero,CL
SMD,KSMD,Smith Field,US
SME,KSME,Pulaski County,US
SMF,KSMF,Sacramento International Airport,US
SMG,SPMR,Santa Maria,PE
SMH,AYSP,Sapmanga,PG
SMI,LGSM,Samos Airport,GR
SMJ,AYXI,Sim,PG
SMK,PAMK,St. Michael Airport,US
SML,MYLS,Estate Airstrip,BS
SMM,WBKA,Semporna,MY
SMN,KSMN,Salmon,US
SMO,KSMO,Santa Monica,US
SMQ,WAGS,H. Asan Airport,ID
SMR,SKSM,Simon Bolivar International Airport,CO
SMS,FMMS,Sainte Marie,MG
SMT,SBSO,Sun Moon Lake,TW
SMU,PASP,Sheep Mountain,US
SMV,LSZS,Samedan,CH
SMW,GMMA,Smara,MA
SMX,KSMX,Santa Maria Public Airport,US
SMY,GOTS,Simenti,SN
SMZ,SMST,Stoelmans Eiland,SR
SNA,KSNA,John Wayne Airport,US
SNB,YSNB,Snake Bay,AU
SNC,SESA,General Ulpiano Paez Airport,EC
SNE,GVSN,Preguica,CV
SNF,SVSP,San Felipe,VE
SNG,SLSI,San Ignacio De Velasco,BO
SNH,YSPE,Stanthorpe,AU
SNI,GLGE,R.E. Murray,LR
SNJ,MUSJ,San Julian,CU
SNK,KSNK,Winston Field,US
SNL,KSNL,Shawnee Municipal,US
SNM,SLSM,San Ignacio De M,BO
SNN,EINN,Shannon Airport,IE
SNO,VTUI,Sakon Nakhon Airport,TH
SNP,PASN,Saint Paul Island Airport,US
SNR,LFRZ,Montoir Airport,FR
SNS,KSNS,Salinas,US
SNU,MUSC,Santa Clara Airport,CU
SNV,SVSE,Santa Elena,VE
SNW,VYTD,Thandwe Airport,MM
SNX,OIIS,Sabana De Mar,DO
SNY,KSNY,Sidney,US
SNZ,SBSC,Santa Cruz,BR
SOB,LHSM,Sármellék/Balaton,HU
SOC,WAHQ,Adi Sumarmo International Airport,ID
SOD,SDCO,Sorocaba,BR
SOE,FCOS,Souanke,CG
SOF,LBSF,Sofia Airport,BG
SOG,ENSG,Sogndal Airport,NO
SOJ,ENSR,Sorkjosen Airport,NO
SOK,FXSM,Semongkong,LS
SOL,AK26,Solomon,US
SOM,SVST,Edmundo Barrios,VE
SON,NVSS,Santo Pekoa International Airport,VU
SOO,ESNY,Helsinge Airport,SE
SOP,KSOP,Pinehurst-S. Pines,US
SOQ,WASS,Sorong Airport,ID
SOT,EFSO,Sodankyla,FI
SOU,EGHI,Southampton Airport,GB
SOV,PASO,Seldovia,US
SOW,KSOW,Show Low Airport,US
SOX,SKSO,Alberto Lleras Camargo,CO
SOY,EGER,Stronsay Airport,GB
SOZ,LFKS,Solenzara,FR
SPA,KSPA,Spartanburg Downtown Memorial,US
SPB,VI22,SPB,VI
SPC,GCLA,La Palma Airport,ES
SPD,VGSD,Saidpur Airport,BD
SPE,WBKO,Sepulot,MY
SPF,KSPF,Black Hills,US
SPG,KSPG,Whitted,US
SPH,AYQO,Sopu,PG
SPI,KSPI,Capital Airport,US
SPJ,LGSP,Eleftherios Venizelos,GR
SPM,ETAD,Spangdahlem,DE
SPN,PGSN,Saipan International Airport,MP
SPP,FNME,Menongue,AO
SPR,MZSP,San Pedro,BZ
SPS,KSPS,Sheppard AFB,US
SPU,LDSP,Split Airport,HR
SPV,AYSQ,Sepik Plains,PG
SPW,KSPW,Spencer Municipal,US
SPX,HESX,Houston Gulf Airport,US
SPY,DISP,San Pedro,CI
SPZ,KASG,Springdale Municipal,US
SQA,KIZA,Santa Ynez,US
SQC,YSCR,Southern Cross,AU
SQD,ZSSR,Shangrao Sanqingshan Airport,CN
SQG,WIOS,Sorong Airport,ID
SQH,VVNS,Na-San,VN
SQI,KSQI,Whiteside County,US
SQJ,ZSSM,Sanming Shaxian Airport,CN
SQL,KSQL,San Carlos,US
SQM,SWUA,São Miguel de Aragao,BR
SQN,WAPN,Sanana,ID
SQO,ESUD,Gunnarn,SE
SQQ,EYSA,Siauliai International Airport,LT
SQR,WAWS,Inco Soroako Waws,ID
SQS,MZCF,Matthew Spain,BZ
SQT,AYCS,China Straits Airstrip,PG
SQU,SPOA,Saposoa,PE
SQV,W28,Sequim Valley Airport,US
SQW,EKSV,Skive Airport,DK
SQX,SSOE,Sao Miguel do Oeste,BR
SQY,SSRU,Sao Lourenco Do Sul,BR
SQZ,EGXP,Scampton RAF Station,GB
SRA,SSZR,Santa Rosa,BR
SRB,SLSR,Santa Rosa,BO
SRD,SLRA,San Ramon,BO
SRE,SLAL,Juana Azurduy de Padilla International Airport,BO
SRG,WAHS,Achmad Yani International Airport,ID
SRH,FTTA,Sarh,TD
SRJ,SLSB,Capitan G Q Guardia,BO
SRN,YSRN,Strahan,AU
SRP,ENSO,Stord Airport,NO
SRQ,KSRQ,Sarasota Bradenton International Airport,US
SRR,YDUN,Dunwich,AU
SRS,SKSR,Cartagena,CO
SRT,HUSO,Soroti,UG
SRV,SRV,Stony River,US
SRW,KRUQ,Rowan County,US
SRX,HLGD,Sert,LY
SRY,OINZ,Dashte Naz Airport,IR
SRZ,SLET,El Trompillo,BO
SSA,SBSV,Deputado Luis Eduardo Magalhaes International Airport,BR
SSB,VI32,SPB,VI
SSC,KSSC,Shaw AFB,US
SSD,SCSF,San Felipe,CO
SSE,VASL,Sholapur,IN
SSF,KSSF,Stinson Municipal Airport,US
SSG,FGSL,Malabo Airport,GQ
SSH,HESH,Sharm El Sheikh Airport,EG
SSI,KSSI,Malcolm Mckinnon,US
SSJ,ENST,Stokka Airport,NO
SSL,SKSL,Santa Rosalia,CO
SSM,KANJ,Sault Ste Marie Municipal Airport,CA
SSN,RKSM,Seoul AB,KR
SSO,SNLO,Sao Lourenco,BR
SSP,YSVP,Silver Plains,AU
SSQ,CSR8,La Sarre,CA
SSR,NVSH,Sara,VU
SST,SAZL,Santa Teresita,AR
SSW,7WA5,Stuart Island,US
SSX,FASP,Samsun Samair Airport,TR
SSY,FNBC,M'banza Congo,AO
SSZ,SBST,Santos,BR
STA,EKVJ,Stauning Vestjyllands Airport,DK
STB,SVSZ,L Delicias,VE
STC,KSTC,Saint Cloud Regional,US
STD,SVSO,Mayo Guerrero,VE
STE,KSTE,Stevens Point,US
STF,YSTI,Stephen Island,AU
STG,PAPB,St. George Island Airport,US
STH,YSMR,Strathmore,AU
STI,MDST,Cibao International Airport,DO
STJ,KSTJ,Rosecrans Memorial,US
STK,KSTK,Crosson Field,US
STL,KSTL,Lambert-St. Louis International Airport,US
STM,SBSN,Santarem-Maestro Wilson Fonseca Airport,BR
STN,EGSS,Stansted Airport,GB
STP,KSTP,St. Paul Downtown Airport,US
STQ,KOYM,St Marys,US
STR,EDDS,Stuttgart Airport,DE
STS,KSTS,Sonoma County Airport,US
STT,TIST,Cyril E. King Airport,VI
STV,VASU,Surat Gujarat Airport,IN
STW,URMT,Stavropol Airport,RU
STX,TISX,Henry E. Rohlsen Airport,VI
STY,SUSO,Salto,UY
STZ,SWST,Confresa,BR
SUA,KSUA,Witham Field,US
SUB,WARR,Juanda International Airport,ID
SUD,KSUD,Stroud,US
SUE,KSUE,Door County,US
SUF,LICA,Lamezia Terme International Airport,IT
SUG,RPMS,Surigao Airport,PH
SUI,UGSS,Babusheri,GE
SUJ,LRSM,Satu Mare International Airport,RO
SUK,UEBS,Sakkyryr Airport,RU
SUL,OPSU,Sui,PK
SUM,KSMS,Sumter Municipal Airport,US
SUN,KSUN,Friedman Memorial Airport,US
SUO,S21,Sun River,US
SUP,WART,Trunojoyo,ID
SUQ,SESC,Sucua,EC
SUR,CJV7,Summer Beaver,CA
SUS,KSUS,Spirit of St. Louis Airport,US
SUT,HTSU,Sumbawanga,TZ
SUU,KSUU,Travis AFB,US
SUV,NFNA,Nausori Airport,FJ
SUW,KSUW,Richard I Bong Airport,US
SUX,KSUX,Sioux Gateway Airport,US
SUY,UENS,Suntar,RU
SVA,PASA,Savoonga Airport,US
SVB,FMNS,Sambava,MG
SVC,KSVC,Grant County Airport,US
SVD,TVSV,Argyle International Airport,VC
SVE,KSVE,Susanville,US
SVF,DBBS,Save,BJ
SVG,ENZV,Stavanger Airport Sola,NO
SVH,KSVH,Statesville Municipal,US
SVI,SKSV,San Vicente,CO
SVJ,ENSH,Helle Airport,NO
SVK,MZKT,Silver Creek,BZ
SVL,EFSA,Savonlinna Airport,FI
SVN,KSVN,Hunter AAF,US
SVO,UUEE,Sheremetyevo International Airport,RU
SVP,FNKU,Kuito (Silva Porto),AO
SVQ,LEZL,Seville Airport,ES
SVS,SVS,Stevens Village,US
SVT,FBSV,Savuti,BW
SVU,NFNS,Savusavu Airport,FJ
SVW,PASV,Sparrevohn AFS,US
SVX,USSS,Koltsovo International Airport,RU
SVZ,SVSA,San Antonio,VE
SWA,ZGOW,Jieyang Chaoshan Airport,CN
SWC,YSWL,Stawell,AU
SWD,PAWD,Seward,US
SWE,AYEW,Siwea,PG
SWF,KSWF,Stewart International Airport,US
SWG,AYSW,Satwag,PG
SWH,YSWH,Swan Hill,AU
SWJ,NVSX,South West Bay,VU
SWL,RPSV,Spanish Wells,BS
SWN,OPSW,Sahiwal,PK
SWO,KSWO,Searcy Field,US
SWP,FYSM,Swakopmund,NA
SWQ,WADS,Sultan Muhammad Kaharuddin III Airport,ID
SWR,AYZI,Silur,PG
SWS,EGFH,Swansea Airport,GB
SWT,UNSS,Strezhevoy Airport,RU
SWU,RKSW,Suwon,KR
SWV,UHMW,Severo-Evensk Airport,RU
SWW,KSWW,Sweetwater,US
SWX,FBSW,Shakawe,BW
SWY,WMBA,Sitiawan,MY
SXA,AYQS,Sialum,PG
SXB,LFST,Strasbourg Airport,FR
SXE,YWSL,Sale,AU
SXG,FLSN,Senanga,ZM
SXH,AYSL,Sehulea,PG
SXI,OIBS,Sirri Island,IR
SXJ,ZWSS,Shanshan,CN
SXK,WAPI,Saumlaki Olilit Airport,ID
SXL,EISG,Sligo,IE
SXM,TNCM,Princess Juliana International Airport,SX
SXN,FBSN,Suapan,BW
SXO,SWFX,Sao Felix Do Araguaia,BR
SXQ,PASX,Soldotna,US
SXR,VISR,Srinagar International Airport,IN
SXS,WBKH,Sahabat 16,MY
SXT,WMAN,Taman Negara,MY
SXU,HASD,Soddu,ET
SXV,VOSM,Salem,IN
SXW,AYSV,Sauren,PG
SXX,SNFX,Sao Felix Do Xingu,BR
SXY,N23,Sidney,US
SXZ,LTCL,Siirt Airport,TR
SYA,PASY,Shemya AFB,US
SYC,SPSY,Shiringayoc,PE
SYD,YSSY,Sydney (Kingsford Smith) Airport,AU
SYE,OYSH,Sadah,YE
SYH,VNSB,Syangboche,NP
SYI,KSYI,Bomar Field,US
SYJ,OIKY,Sirjan,IR
SYK,BIST,Stykkisholmur,IS
SYM,ZPSM,Pu'er Simao Airport,CN
SYN,KSYN,Carleton,US
SYO,RJSY,Shonai Airport,JP
SYP,MPSA,Santiago,PA
SYQ,MRPV,Tobias Bolaños International,CR
SYR,KSYR,Hancock International Airport,US
SYS,UERS,Saskylakh Airport,RU
SYT,LFLN,Charolais Bourgogne S.,FR
SYU,YWBS,Warraber Island,AU
SYV,KSYV,Sylvester,US
SYW,OPSN,Sehwen Sharif,PK
SYX,ZJSY,Sanya Phoenix International Airport,CN
SYY,EGPO,Stornoway Airport,GB
SYZ,OISS,Shiraz International Airport,IR
SZA,FNSO,Soyo Airport,AO
SZB,WMSA,Sultan Abdul Aziz Shah Airport,MY
SZE,HASM,Semera Airport,ET
SZF,LTFH,Samsun-Carsamba Airport,TR
SZG,LOWS,W. A. Mozart Salzburg Airport,AT
SZI,UASZ,Zaisan,KZ
SZJ,MUSN,Siguanea,CU
SZK,FASZ,Skukuza Airport,ZA
SZL,KSZL,Whiteman AFB,US
SZM,FYSS,Sesriem,NA
SZN,KSZN,Santa Cruz Island,US
SZP,KSZP,Oxnard,US
SZR,LBSZ,Stara Zagora,BG
SZS,NZRC,Stewart Island,NZ
SZV,ZSSZ,Suzhou,CN
SZW,EDOP,Parchim Airport,DE
SZX,ZGSZ,Shenzhen Bao'an International Airport,CN
SZY,EPSY,Olsztyn-Mazury Airport,PL
SZZ,EPSC,Goleniow Airport,PL
TAB,TTCP,A.N.R. Robinson International Airport,TT
TAC,RPVA,D. Z. Romualdez Airport,PH
TAD,KTAD,Las Animas,US
TAE,RKTN,Daegu International Airport,KR
TAF,DAOL,Tafaraoui,DZ
TAG,RPVT,Bohol-Panglao,PH
TAH,NVVW,Tanna Airport,VU
TAI,OYTZ,Al Janad,YE
TAJ,AYTJ,Tadji,PG
TAK,RJOT,Takamatsu Airport,JP
TAL,PATA,Ralph Calhoun,US
TAM,MMTM,Tampico International Airport,MX
TAN,YTGA,Tangalooma,AU
TAO,ZSQD,Qingdao Liuting International Airport,CN
TAP,MMTP,Tapachula International Airport,MX
TAQ,YTAR,Tarcoola,AU
TAR,LIBG,M. A. Grottag,IT
TAS,UTTT,Yuzhny Airport,UZ
TAT,LZTT,Poprad/Tatry Airport,SK
TAU,SKTA,Tauramena,CO
TAW,SUTB,Tacuarembo,UY
TAX,WAPT,Taliabu,ID
TAY,EETU,Tartu Airport,EE
TAZ,UTAT,Dashoguz,TM
TBB,VVTH,Tuy Hoa Airport,VN
TBE,AYTV,Timbunke,PG
TBF,NGTE,Tabiteuea North,KI
TBG,AYTB,Tabubil Airport,PG
TBH,RPVU,Romblon,PH
TBI,MYCB,New Bright,BS
TBJ,DTKA,Tabarka,TN
TBK,YTBR,Timber Creek,AU
TBL,YTAB,Tableland,AU
TBM,WAOW,Tumbang Samba,ID
TBN,KTBN,Forney AAF,US
TBO,HTTB,Tabora Airport,TZ
TBP,SPME,Capitan FAP Pedro Canga Rodriguez Airport,PE
TBQ,AYTR,Tarabo,PG
TBR,KTBR,Statesboro-Bulloch County Airport,US
TBS,UGTB,Tbilisi International Airport,GE
TBT,SBTT,Tabatinga International Airport,BR
TBU,NFTF,Fua'amotu International Airport,TO
TBW,UUOT,Tambov Donskoye Airport,RU
TBY,FBTS,Tsabong,BW
TBZ,OITT,Tabriz Airport,IR
TCA,YTNK,Tennant Creek,AU
TCB,MYAT,Treasure Cay Airport,BS
TCC,KTCC,Tucumcari,US
TCD,SKRA,Tarapaca,CO
TCE,LRTC,Tulcea,RO
TCG,ZWTC,Tacheng,CN
TCH,FOOT,Tchibanga,GA
TCJ,AYVM,Torembi Airport,PG
TCK,AYYL,Tinboli Airport,PG
TCL,KTCL,Van De Graaf,US
TCM,KTCM,McChord AFB,US
TCN,MMHC,Tehuacan,MX
TCO,SKCO,La Florida Airport,CO
TCP,HETB,Taba International,EG
TCQ,SPTN,Tacna Airport,PE
TCR,VOTK,Tuticorin Airport,IN
TCS,KTCS,Truth or Consequences,US
TCT,PPCT,Takotna,US
TCU,FATN,Thaba Nchu,ZA
TCW,YTOC,Tocumwal,AU
TCX,OIMT,Tabas,IR
TCY,FYTE,Terrace Bay,NA
TCZ,ZUTC,Tengchong Tuofeng Airport,CN
TDA,SKTD,Trinidad,CO
TDB,AYTF,Tetabedi,PG
TDD,SLTR,Teniente Jorge Henrich Arauz Airport,BO
TDG,RPMW,Tandag,PH
TDJ,HDTJ,Tadjoura,DJ
TDK,UAAT,Taldy-Kurgan,KZ
TDL,SAZT,Tandil,AR
TDN,YTHD,Theda Station,AU
TDO,KTDO,Winlock,US
TDP,SPDR,Trompeteros,PE
TDR,YTDR,Theodore,AU
TDS,AYSS,Sasereme,PG
TDT,FATD,Tanda Tula,ZA
TDV,FMSN,Tanandava,MG
TDW,KTDW,Tradewind,US
TDX,VTBO,Trat Airport,TH
TDZ,KTDZ,Toledo,US
TEA,MHTE,Tela,HN
TEB,KTEB,Teterboro Airport,US
TEC,SSVL,Telemaco Borba,BR
TED,EKTS,Thisted,DK
TEE,DABS,Cheikh Larbi Tebessi Airport,DZ
TEF,YTEF,Telfer Airport,AU
TEG,DFET,Tenkodogo,BF
TEI,VETJ,Tezu,IN
TEK,PAKA,Tatitlek,US
TEL,WBKE,Telupid,MY
TEM,YTEM,Temora,AU
TEN,ZUTR,Tongren Airport,CN
TEO,AYTY,Terapo,PG
TEP,AYTP,Teptep,PG
TEQ,LTBU,Corlu,TR
TER,LPLA,Lajes Field,PT
TES,HHTS,Tessenei,ER
TET,FQTT,Matundo Airport,MZ
TEU,NZMO,Manapouri,NZ
TEV,LETL,Teruel Airport,ES
TEX,KTEX,Telluride Regional,US
TEY,BITE,Thingeyri,IS
TEZ,VETZ,Tezpur Airport,IN
TFB,AYTH,Tifalmin,PG
TFF,SBTF,Tefe Airport,BR
TFI,AYTU,Tufi,PG
TFL,SNTO,Teofilo Otoni,BR
TFM,AYTE,Telefomin,PG
TFN,GCXO,Tenerife North Airport,ES
TFS,GCTS,Tenerife South Airport,ES
TFT,OPTT,Taftan,PK
TFU,ZUTF,Chengdu Tianfu International Airport,CN
TFY,WILP,Muhammad Taufiq Kiemas Airport,ID
TGA,WSAT,Tengah Air Base,SG
TGC,WBGT,Tanjung Manis Airport,MY
TGD,LYPG,Podgorica Airport,ME
TGE,AL73,Sharpe Field,US
TGG,WMKN,Sultan Mahmud Airport,MY
TGH,NVST,Tongoa,VU
TGI,SPGM,Tingo Maria,PE
TGJ,NWWA,Tiga,NC
TGK,URRT,Taganrog,RU
TGL,AYTG,Tagula,PG
TGM,LRTM,Transilvania,RO
TGN,YLTV,La Trobe Regional,AU
TGO,ZBTL,Tongliao Airport,CN
TGP,UNIP,Podkamennaya Tunguska Airport,RU
TGQ,SWTS,Tangara da Serra,BR
TGR,DAUK,Touggourt Airport,DZ
TGT,HTTG,Tanga Airport,TZ
TGU,MHTG,Toncontin Airport,HN
TGV,LBTG,Targovishte,BG
TGZ,MMTG,Angel Albino Corzo International Airport,MX
THA,KTHA,Tullahoma/William Northern Field,US
THB,FXTA,Thaba-Tseka,LS
THC,GLTN,Tchien,LR
THD,VVTX,Bai Thuong Airport,VN
THE,SBTE,Teresina Airport,BR
THG,YTNG,Thangool,AU
THH,NZTS,Taharoa,NZ
THI,GQNC,Tichitt,MR
THK,VLTK,Thakhek,LA
THL,VYTL,Tachilek Airport,MM
THM,KTHM,Thompsonfield,US
THN,ESGT,Trollhattan Airport,SE
THO,BITN,Thorshofn,IS
THP,KHSG,Hot Springs,US
THQ,ZLTS,Maijishan,CN
THR,OIII,Mehrabad International Airport,IR
THS,VTPO,Sukhothai Airport,TH
THT,GQNT,Tamchakett,MR
THU,BGTL,Pituffik Airport,GL
THV,KTHV,York Airport,US
THX,UOTT,Turukhansk Airport,RU
THY,FATH,Thohoyandou,ZA
THZ,DRRT,Tahoua,NE
TIA,LATI,Tirana International Airport,AL
TIB,SKTB,Tibu,CO
TID,DAOB,Bouchekif Abde Al-hafidh Boussof,DZ
TIE,HATP,Tippi,ET
TIF,OETF,Taif Airport,SA
TIH,NTGC,Tikehau Atoll Airport,PF
TII,OATN,Tirinkot,AF
TIJ,MMTJ,Tijuana Airport,MX
TIK,KTIK,Tinker AFB,US
TIL,CFQ4,Inverlake,CA
TIM,WAYY,Timika Airport,ID
TIN,DAOF,Tindouf Airport,DZ
TIO,VYHN,Tilin,MM
TIP,HLLT,Tripoli International Airport,LY
TIQ,PGWT,Tinian International,MP
TIR,VOTP,Tirupati Airport,IN
TIU,NZTU,Timaru Airport,NZ
TIV,LYTV,Tivat Airport,ME
TIW,KTIW,Industrial,US
TIX,KTIX,Space Coast Regional,US
TIY,GQND,Tidjikja,MR
TIZ,AYTA,Tari Airport,PG
TJA,SLTJ,Capitan Oriel Lea Plaza Airport,BO
TJB,WIBT,Tanjung Balai,ID
TJG,WAON,Tanjung Warukin,ID
TJH,RJBT,Tajima,JP
TJI,MHTJ,Capiro,HN
TJK,LTAW,Tokat,TR
TJL,SBTG,Três Lagoas Airport,BR
TJM,USTR,Roshchino International Airport,RU
TJN,NTKM,Takume,PF
TJQ,WIKT,Bulutumbang Airport,ID
TJS,WALG,Tanjung Selor,ID
TJU,UTDK,Kulyab Airport,TJ
TJV,VOTJ,Thanjavur,IN
TKA,PATK,Talkeetna,US
TKB,AYTZ,Tekadu,PG
TKC,FKKC,Tiko,CM
TKD,DGTK,Takoradi Airport,GH
TKE,TKE,Tenakee SPB,US
TKF,KTRK,Truckee-Tahoe,US
TKG,WILL,Radin Inten II Airport,ID
TKH,VTPI,Nakhon Sawan,TH
TKI,57A,Tokeen,US
TKJ,PFTO,Tok,US
TKK,PTKK,Chuuk International Airport,FM
TKL,TKL,Taku SPB,US
TKN,RJKN,Tokunoshima,JP
TKO,FXTK,Tlokoeng,LS
TKP,NTGT,Takapoto,PF
TKQ,HTKA,Kigoma Airport,TZ
TKR,VGSG,Thakurgaon,BD
TKS,RJOS,Tokushima Awaodori Airport,JP
TKT,VTPT,Tak,TH
TKU,EFTU,Turku Airport,FI
TKV,NTGO,Tatakoto,PF
TKW,AYTN,Tekin,PG
TKX,NTKR,Takaroa,PF
TKY,YTKY,Turkey Creek,AU
TKZ,NZTO,Tokoroa,NZ
TLA,PATE,Teller Airport,US
TLB,OPTA,Tarbela,PK
TLC,MMTO,Toluca International Airport,MX
TLD,FBLV,Limpopo Valley,BW
TLE,FMST,Tulear,MG
TLF,2K5,Telida,US
TLH,KTLH,Tallahassee International Airport,US
TLI,WAMI,Tolitoli,ID
TLJ,PATL,Tatalina AFS,US
TLK,UECT,Talakan,RU
TLL,EETN,Tallinn Airport,EE
TLM,DAON,Zenata Airport,DZ
TLN,LFTH,Hyeres Airport,FR
TLO,AYXO,Tol,PG
TLP,AYQL,Tumolbil,PG
TLQ,ZWTP,Turpan Jiaohe Airport,CN
TLR,KTLR,Mefford Field,US
TLS,LFBO,Toulouse-Blagnac Airport,FR
TLT,TLT,Tuluksak Airport,US
TLU,SKTL,Tolu,CO
TLV,LLBG,Ben Gurion International Airport,IL
TLW,AYVL,Talasea,PG
TLX,SCTL,Talca,CL
TLY,UHWP,Plastun Airport,RU
TLZ,SWKT,Catalao,BR
TMA,KTMA,Henry Tift Myers,US
TMB,KTMB,Tamiami,US
TMC,WATK,Tambolaka Airport,ID
TMD,GQNH,Timbedra,MR
TME,SKTM,Gabriel Vargas Santos Airport,CO
TMF,VRNT,Thimarafushi Airport,MV
TMG,WBKM,Tomanggong,MY
TMH,WAKT,Tanahmerah,ID
TMI,VNTR,Tumling Tar Airport,NP
TMJ,UTST,Termez Airport,UZ
TML,DGLE,Tamale Airport,GH
TMM,FMMT,Tamatave,MG
TMN,NGTM,Tamana Island,KI
TMO,SVTM,Tumeremo,VE
TMP,EFTP,Tampere-Pirkkala Airport,FI
TMQ,DFEM,Tambao,BF
TMR,DAAT,Aguenar - Hadj Bey Akhamok Airport,DZ
TMS,FPST,Sao Tome Island Airport,ST
TMT,SBTB,Trombetas,BR
TMU,MRTR,Tambor Airport,CR
TMW,YSTW,Tamworth Airport,AU
TMX,DAUT,Timimoun Airport,DZ
TMZ,NZTH,Thames,NZ
TNA,ZSJN,Jinan Yaoqiang International Airport,CN
TNB,WRLH,Tanah Grogot,ID
TNC,PATC,Tin City Afs,US
TND,MUTD,Trinidad,CU
TNE,RJFG,Tanegashima,JP
TNF,LFPN,Toussus-le-noble,FR
TNG,GMTT,Tangier Ibn Battouta Airport,MA
TNH,ZYTN,Tonghua Sanyuanpu Airport,CN
TNI,VIST,Satna,IN
TNJ,WIDN,Kidjang Airport,ID
TNK,4KA,Tununak,US
